,lu_x,lu_y,ru_x,ru_y,ld_x,ld_y,rd_x,rd_y
4070,145.69832402234638,140.8,172.2905027932961,136.86153846153846,145.13966480446928,160.0,171.0614525139665,154.33846153846153
4064,132.83113622096673,140.67357512953367,165.473948524796,132.64248704663214,132.58003766478342,162.69430051813472,165.22284996861268,154.14507772020727
4104,67.86516853932584,119.51431049436253,106.51685393258427,135.29921942758023,62.1123595505618,138.42150910667823,99.50561797752809,154.20641803989594
4138,18.39080459770115,117.00581395348837,41.27936031984008,127.03488372093024,17.591204397801096,137.6453488372093,39.9800099950025,147.96511627906978
4139,63.57366771159875,121.08922363847044,105.45454545454545,132.21320973348782,59.561128526645774,140.09269988412512,100.94043887147336,151.2166859791425
4111,58.045492839090144,117.26981218506643,98.31508003369841,133.7608795235914,53.159224936815505,139.07466788822722,92.4178601516428,155.74896930829135
4105,76.6288105200239,125.46641791044776,135.44530783024507,144.1231343283582,67.5433353257621,145.80223880597015,125.1643753735804,165.205223880597
4059,75.0,158.72483221476512,110.82474226804123,159.06040268456377,74.22680412371135,180.53691275167785,110.30927835051547,181.20805369127518
4065,158.96017699115046,139.05522288755822,180.8628318584071,131.07119095143048,160.1769911504425,161.27744510978044,181.52654867256638,151.8296739853626
4071,18.51063829787234,159.81577432354632,109.14893617021276,150.8347725964306,22.76595744680851,183.41968911917098,111.06382978723404,172.5964306275187
4098,62.00836820083683,97.70065075921909,118.07531380753139,118.35140997830803,56.31799163179917,126.68112798264642,107.36401673640168,149.41431670281995
4067,142.6531826293873,151.66093928980527,171.44556811421774,145.93356242840778,141.9393218322427,170.2176403207331,169.54193932183225,163.57388316151201
4073,22.47086247086247,119.24882629107981,44.00932400932401,127.02883970489604,22.004662004662006,139.90610328638496,43.44988344988345,148.89336016096578
4113,79.32379713914175,124.64566929133859,120.58951018638925,139.84251968503938,73.60208062418725,142.5984251968504,113.04724750758561,158.26771653543307
4107,53.61124575860398,128.76574307304784,94.03780901599613,141.1586901763224,49.539505574406206,149.72292191435767,89.4813378574891,162.72040302267
4106,75.3441802252816,81.74603174603175,112.14017521902377,90.74074074074075,69.33667083854819,99.73544973544973,105.88235294117646,108.994708994709
4112,132.51231527093597,135.54070473876064,189.90147783251234,147.9343863912515,116.5024630541872,151.7010935601458,189.90147783251234,169.07654921020657
4072,22.70823638901815,123.99010717230007,41.22847836202885,130.58532563891177,22.522103303862263,144.92992580379223,40.390879478827365,153.17394888705687
4066,124.77064220183486,135.40524070688605,166.83133380381088,126.38634978671541,126.74664784756528,160.02437538086534,168.52505292872266,148.5679463741621
4099,106.28742514970061,109.500693481276,190.11976047904193,134.25797503467408,94.311377245509,134.25797503467408,171.5568862275449,160.26352288488212
4076,48.33906071019473,119.23641703377388,76.28865979381443,127.16593245227607,43.986254295532646,138.61967694566815,71.93585337915235,145.66813509544787
4116,58.90200102616727,115.60693641618496,105.28476141611084,134.29672447013488,52.53976398152899,135.64547206165702,96.87018984094408,154.72061657032754
4102,42.39350912778905,133.02559798573228,87.72819472616634,146.62190516156107,37.32251521298175,150.73436844313892,81.64300202839758,164.3306756189677
4103,66.79352997145575,117.10526315789474,98.00190294957184,126.75438596491229,62.41674595623216,135.5263157894737,93.81541389153188,144.73684210526318
4117,60.04016064257028,117.20505617977528,113.25301204819276,137.28932584269663,51.40562248995983,136.0252808988764,101.60642570281124,156.81179775280899
