,lu_x,lu_y,ru_x,ru_y,ld_x,ld_y,rd_x,rd_y
4416,78.57142857142857,114.49631449631448,117.41071428571428,116.95331695331694,79.46428571428571,138.0835380835381,118.30357142857142,138.57493857493856
4399,140.97087378640776,115.33333333333333,164.27184466019418,109.11111111111111,142.5242718446602,141.11111111111111,165.82524271844662,134.44444444444446
4414,150.76560659599528,109.91831971995332,167.4911660777385,108.51808634772462,150.53003533568904,131.38856476079346,167.72673733804476,129.52158693115518
4388,47.63358778625955,140.85778781038377,72.67175572519083,139.05191873589166,50.0763358778626,163.431151241535,75.1145038167939,161.17381489841986
4411,28.610919143054595,124.09948542024014,74.22252937111264,137.73584905660377,24.187975120939875,140.73756432246998,68.41741534208707,156.00343053173242
4405,102.50847457627118,103.99274047186934,136.54237288135593,107.07803992740472,101.15254237288136,127.9491833030853,135.45762711864407,129.94555353901998
4404,140.38709677419354,139.13043478260872,163.3548387096774,142.02898550724638,138.58064516129033,157.24637681159422,162.06451612903226,160.5072463768116
4410,14.478764478764479,123.11396468699839,34.45945945945946,134.02889245585874,13.513513513513514,143.98073836276083,32.915057915057915,156.17977528089887
4389,179.74238875878223,170.98344693281402,186.53395784543326,170.39922103213243,179.5081967213115,181.88899707887052,186.29976580796256,180.7205452775073
4406,92.71653543307086,94.87485101311084,130.90551181102362,99.40405244338497,91.53543307086613,117.75923718712752,129.33070866141733,122.28843861740167
4412,141.73228346456693,93.1297709923664,163.46456692913387,91.85750636132315,141.88976377952756,113.23155216284987,163.46456692913387,110.68702290076335
4413,110.22364217252397,94.62809917355372,144.08945686900958,93.80165289256199,110.22364217252397,116.52892561983471,144.40894568690095,115.70247933884298
4407,98.0392156862745,139.32038834951456,130.48128342245988,142.71844660194174,95.54367201426024,163.10679611650485,128.3422459893048,166.01941747572815
4387,35.83138173302108,148.6136783733826,62.29508196721312,148.6136783733826,37.70491803278689,170.42513863216266,63.70023419203748,170.79482439926062
4393,121.9882055602359,126.19175147295125,150.37910699241786,116.01499732190679,122.24094355518113,152.65131226566683,149.36815501263692,140.4392072844135
4392,175.00000000000003,152.72988505747128,183.76494023904385,149.13793103448276,174.60159362549803,169.9712643678161,182.86852589641435,165.08620689655172
4386,20.73027090694935,124.2320819112628,40.98939929328622,127.98634812286689,18.61012956419317,145.05119453924914,39.57597173144876,149.14675767918087
4390,119.53255425709516,106.08695652173914,145.90984974958263,105.21739130434783,120.53422370617696,123.91304347826087,146.57762938230383,122.17391304347827
4409,49.39965694682676,143.47826086956522,102.57289879931389,152.17391304347825,43.22469982847341,171.23745819397993,96.0548885077187,183.61204013377926
4408,59.679767103347885,122.60692464358452,106.25909752547307,129.73523421588595,54.148471615720524,141.14052953156823,98.98107714701601,148.87983706720976
4385,27.798507462686565,146.51898734177215,49.62686567164179,150.31645569620252,27.23880597014925,168.0379746835443,48.88059701492537,172.1518987341772
4391,118.81533101045295,118.24817518248175,144.94773519163763,116.7883211678832,119.51219512195121,137.22627737226276,145.99303135888502,136.2530413625304
4395,159.55955955955955,146.82539682539684,176.77677677677679,146.03174603174602,159.55955955955955,167.46031746031747,176.37637637637638,166.66666666666666
4418,112.08285385500577,143.05555555555554,128.3084004602992,146.14197530864197,112.08285385500577,155.86419753086417,128.1933256616801,158.79629629629628
4419,158.65834633385336,107.22689075630252,174.10296411856473,106.890756302521,159.4383775351014,131.42857142857142,174.72698907956317,129.07563025210084
4394,118.5682326621924,154.57063711911357,142.72930648769577,156.23268698060943,119.01565995525728,171.74515235457065,143.17673378076063,171.19113573407202
4396,85.46637744034706,145.36771728748806,127.76572668112797,135.6255969436485,92.62472885032537,166.189111747851,134.27331887201734,156.06494746895893
4397,155.78481945467945,131.75745118191162,177.4502579218865,126.61870503597122,157.70081061164333,152.10688591983555,179.07148120854828,146.35149023638232
